cancer_label,CSU_RANK,hdi_group,cl_ord,sex,type,country_code,cancer_code,cases,asr,hdi_value,country_label,area_code,area_label
"Melanoma of skin",56,1,15,2,0,807,16,70,2.77,.688,"North Macedonia",16,"Southern Europe"
"Mesothelioma",56,1,16,2,0,340,18,6,.13,.575,"Honduras",7,"Central America"
"Cervix uteri",56,0,17,2,0,768,23,511,19.05,.433,"Togo",5,"Western Africa"
"Liver",56,3,18,2,0,638,11,43,4.62,.822,"France, La Réunion",1,"Eastern Africa"
"Nasopharynx",56,0,19,2,0,716,4,25,.4,.423,"Zimbabwe",1,"Eastern Africa"
"Kaposi sarcoma",56,1,20,2,0,170,19,36,.11,.671,"Colombia",8,"South America"
"Oesophagus",56,2,21,2,0,32,6,709,1.71,.781,"Argentina",8,"South America"
"Vagina",56,3,22,2,0,203,22,61,.43,.821,"Czechia",14,"Eastern Europe"
"Gallbladder",56,2,23,2,0,682,12,128,1.17,.748,"Saudi Arabia",13,"Western Asia"
"Larynx",56,3,24,2,0,756,14,45,.49,.899,"Switzerland",17,"Western Europe"
"Hypopharynx",56,0,25,2,0,562,5,11,.19,.273,"Niger",5,"Western Africa"
"Lip, oral cavity",56,3,26,2,0,392,1,4543,1.88,.864,"Japan",10,"Eastern Asia"
"Oropharynx",56,0,27,2,0,120,3,28,.37,.458,"Cameroon",2,"Middle Africa"
"Vulva",56,3,28,2,0,250,21,1078,1.13,.852,"France (metropolitan)",17,"Western Europe"
"Salivary glands",56,0,29,2,0,686,2,30,.52,.41,"Senegal",5,"Western Africa"
"Stomach",56,2,30,2,0,858,7,243,6.03,.749,"Uruguay",8,"South America"
"Bladder",57,3,1,2,0,630,30,125,2.61,.865,"Puerto Rico",6,"Caribbean"
"Brain, CNS",57,3,2,2,0,56,31,375,4.04,.886,"Belgium",17,"Western Europe"
"Breast",57,2,3,2,0,48,20,324,58.49,.795,"Bahrain",13,"Western Asia"
"Colorectum",57,2,4,2,0,458,8,3277,17.94,.723,"Malaysia",11,"South-Eastern Asia"
"Pancreas",57,1,5,2,0,710,13,1465,4.84,.619,"South Africa",4,"Southern Africa"
"Kidney",57,2,6,2,0,398,29,379,3.04,.714,"Kazakhstan",12,"South Central Asia"
"Lung",57,1,7,2,0,76,15,19409,11.74,.699,"Brazil",8,"South America"
"NHL",57,2,8,2,0,48,34,27,5.59,.795,"Bahrain",13,"Western Asia"
"Corpus uteri",57,3,9,2,0,276,24,11767,10.83,.89,"Germany",17,"Western Europe"
"Thyroid",57,1,10,2,0,498,32,270,9.81,.663,"Moldova",14,"Eastern Europe"
"Leukaemia",57,2,11,2,0,188,36,169,5.46,.728,"Costa Rica",7,"Central America"
"Ovary",57,3,12,2,0,316,25,8,7.34,.844,"Guam",20,"Micronesia"
"Hodgkin lymphoma",57,1,13,2,0,788,33,101,1.63,.664,"Tunisia",3,"Northern Africa"
"Multiple myeloma",57,3,14,2,0,702,35,112,1.9,.833,"Singapore",11,"South-Eastern Asia"
"Melanoma of skin",57,1,15,2,0,498,16,108,2.71,.663,"Moldova",14,"Eastern Europe"
"Mesothelioma",57,2,16,2,0,499,18,1,.13,.773,"Montenegro",16,"Southern Europe"
"Cervix uteri",57,3,17,2,0,316,23,19,18.96,.844,"Guam",20,"Micronesia"
"Liver",57,1,18,2,0,548,11,5,4.57,.574,"Vanuatu",19,"Melanesia"
"Nasopharynx",57,1,19,2,0,860,4,71,.4,.614,"Uzbekistan",12,"South Central Asia"
"Kaposi sarcoma",57,0,20,2,0,562,19,12,.11,.273,"Niger",5,"Western Africa"
"Oesophagus",57,0,21,2,0,148,6,76,1.71,.307,"Chad",2,"Middle Africa"
"Vagina",57,0,22,2,0,562,22,30,.42,.273,"Niger",5,"Western Africa"
"Gallbladder",57,2,23,2,0,780,12,15,1.17,.726,"Trinidad and Tobago",6,"Caribbean"
"Larynx",57,2,24,2,0,428,14,10,.48,.767,"Latvia",15,"Northern Europe"
"Hypopharynx",57,2,25,2,0,620,5,25,.19,.799,"Portugal",16,"Southern Europe"
"Lip, oral cavity",57,1,26,2,0,818,1,881,1.86,.622,"Egypt",3,"Northern Africa"
"Oropharynx",57,0,27,2,0,116,3,30,.35,.457,"Cambodia",11,"South-Eastern Asia"
"Vulva",57,0,28,2,0,454,21,94,1.13,.357,"Malawi",1,"Eastern Africa"
"Salivary glands",57,3,29,2,0,56,2,54,.51,.886,"Belgium",17,"Western Europe"
"Stomach",57,2,30,2,0,804,7,3162,5.98,.717,"Ukraine",14,"Eastern Europe"
"Bladder",58,1,1,2,0,192,30,363,2.6,.698,"Cuba",6,"Caribbean"
"Brain, CNS",58,2,2,2,0,858,31,110,4.01,.749,"Uruguay",8,"South America"
"Breast",58,1,3,2,0,504,20,12756,58.37,.551,"Morocco",3,"Northern Africa"
"Colorectum",58,3,4,2,0,638,8,153,17.8,.822,"France, La Réunion",1,"Eastern Africa"
"Pancreas",58,1,5,2,0,496,13,75,4.81,.608,"Mongolia",10,"Eastern Asia"
"Kidney",58,3,6,2,0,196,29,34,2.98,.819,"Cyprus",16,"Southern Europe"
"Lung",58,1,7,2,0,764,15,8294,11.73,.669,"Thailand",11,"South-Eastern Asia"
"NHL",58,2,8,2,0,32,34,1819,5.58,.781,"Argentina",8,"South America"
"Corpus uteri",58,1,9,2,0,268,24,418,10.74,.699,"Georgia",13,"Western Asia"
"Thyroid",58,3,10,2,0,392,32,12041,9.8,.864,"Japan",10,"Eastern Asia"
"Leukaemia",58,3,11,2,0,616,36,2403,5.45,.804,"Poland",14,"Eastern Europe"
"Ovary",58,2,12,2,0,52,25,23,7.32,.774,"Barbados",6,"Caribbean"
"Hodgkin lymphoma",58,1,13,2,0,8,33,28,1.6,.684,"Albania",16,"Southern Europe"
"Multiple myeloma",58,2,14,2,0,784,35,24,1.9,.792,"United Arab Emirates",13,"Western Asia"
"Melanoma of skin",58,1,15,2,0,84,16,5,2.68,.651,"Belize",7,"Central America"
"Mesothelioma",58,0,16,2,0,854,18,16,.13,.303,"Burkina Faso",5,"Western Africa"
"Cervix uteri",58,0,17,2,0,646,23,866,18.92,.366,"Rwanda",1,"Eastern Africa"
"Liver",58,1,18,2,0,795,11,133,4.54,.666,"Turkmenistan",12,"South Central Asia"
"Nasopharynx",58,0,19,2,0,894,4,23,.38,.441,"Zambia",1,"Eastern Africa"
"Kaposi sarcoma",58,3,20,2,0,56,19,11,.1,.886,"Belgium",17,"Western Europe"
"Oesophagus",58,2,21,2,0,242,6,7,1.69,.7,"Fiji",19,"Melanesia"
"Vagina",58,3,22,2,0,840,22,1436,.42,.891,"United States of America",9,"Northern America"
"Gallbladder",58,1,23,2,0,807,12,26,1.17,.688,"North Macedonia",16,"Southern Europe"
"Larynx",58,3,24,2,0,40,14,47,.47,.847,"Austria",17,"Western Europe"
"Hypopharynx",58,0,25,2,0,706,5,8,.19,.285,"Somalia",1,"Eastern Africa"
"Lip, oral cavity",58,1,26,2,0,604,1,389,1.83,.688,"Peru",8,"South America"
"Oropharynx",58,2,27,2,0,620,3,37,.35,.799,"Portugal",16,"Southern Europe"
"Vulva",58,2,28,2,0,422,21,46,1.12,.74,"Lebanon",13,"Western Asia"
"Salivary glands",58,1,29,2,0,70,2,18,.51,.689,"Bosnia Herzegovina",16,"Southern Europe"
"Stomach",58,1,30,2,0,807,7,120,5.83,.688,"North Macedonia",16,"Southern Europe"
"Bladder",59,2,1,2,0,643,30,4685,2.6,.734,"Russian Federation",14,"Eastern Europe"
"Brain, CNS",59,0,2,2,0,116,31,322,3.96,.457,"Cambodia",11,"South-Eastern Asia"
"Breast",59,1,3,2,0,600,20,2072,58.37,.662,"Paraguay",8,"South America"
"Colorectum",59,1,4,2,0,76,8,29954,17.79,.699,"Brazil",8,"South America"
"Pancreas",59,1,5,2,0,112,13,589,4.74,.699,"Belarus",14,"Eastern Europe"
"Kidney",59,1,6,2,0,51,29,84,2.95,.682,"Armenia",13,"Western Asia"
"Lung",59,1,7,2,0,710,15,3393,11.23,.619,"South Africa",4,"Southern Africa"
"NHL",59,0,8,2,0,454,34,551,5.57,.357,"Malawi",1,"Eastern Africa"
"Corpus uteri",59,2,9,2,0,188,24,385,10.72,.728,"Costa Rica",7,"Central America"
"Thyroid",59,3,10,2,0,474,32,30,9.7,.859,"France, Martinique",6,"Caribbean"
"Leukaemia",59,2,11,2,0,422,36,195,5.44,.74,"Lebanon",13,"Western Asia"
"Ovary",59,0,12,2,0,598,25,272,7.32,.462,"Papua New Guinea",19,"Melanesia"
"Hodgkin lymphoma",59,2,13,2,0,188,33,53,1.6,.728,"Costa Rica",7,"Central America"
"Multiple myeloma",59,2,14,2,0,48,35,10,1.88,.795,"Bahrain",13,"Western Asia"
"Melanoma of skin",59,2,15,2,0,152,16,403,2.56,.769,"Chile",8,"South America"
"Mesothelioma",59,1,16,2,0,604,18,26,.12,.688,"Peru",8,"South America"
"Cervix uteri",59,0,17,2,0,678,23,14,18.77,.511,"Sao Tome and Principe",2,"Middle Africa"
"Liver",59,0,18,2,0,108,11,139,4.51,.311,"Burundi",1,"Eastern Africa"
"Nasopharynx",59,0,19,2,0,454,4,25,.37,.357,"Malawi",1,"Eastern Africa"
"Kaposi sarcoma",59,1,20,2,0,218,19,10,.1,.684,"Ecuador",8,"South America"
"Oesophagus",59,3,21,2,0,250,6,1242,1.57,.852,"France (metropolitan)",17,"Western Europe"
"Vagina",59,2,22,2,0,100,22,35,.41,.736,"Bulgaria",14,"Eastern Europe"
"Gallbladder",59,1,23,2,0,764,12,852,1.14,.669,"Thailand",11,"South-Eastern Asia"
"Larynx",59,0,24,2,0,108,14,15,.47,.311,"Burundi",1,"Eastern Africa"
"Hypopharynx",59,1,25,2,0,266,5,1,.18,.626,"Gabon",2,"Middle Africa"
"Lip, oral cavity",59,0,26,2,0,226,1,5,1.79,.546,"Equatorial Guinea",2,"Middle Africa"
"Oropharynx",59,1,27,2,0,710,3,106,.35,.619,"South Africa",4,"Southern Africa"
"Vulva",59,2,28,2,0,100,21,111,1.11,.736,"Bulgaria",14,"Eastern Europe"
"Salivary glands",59,3,29,2,0,96,2,1,.51,.807,"Brunei Darussalam",11,"South-Eastern Asia"
"Stomach",59,3,30,2,0,705,7,171,5.69,.85,"Slovenia",16,"Southern Europe"
"Bladder",60,1,1,2,0,882,30,2,2.59,.659,"Samoa",21,"Polynesia"
"Brain, CNS",60,0,2,2,0,324,31,135,3.79,.356,"Guinea",5,"Western Africa"
"Breast",60,2,3,2,0,422,20,2161,57.89,.74,"Lebanon",13,"Western Asia"
"Colorectum",60,1,4,2,0,882,8,15,17.69,.659,"Samoa",21,"Polynesia"
"Pancreas",60,2,5,2,0,499,13,34,4.68,.773,"Montenegro",16,"Southern Europe"
"Kidney",60,2,6,2,0,784,29,43,2.92,.792,"United Arab Emirates",13,"Western Asia"
"Lung",60,1,7,2,0,704,15,7419,11,.602,"Viet Nam",11,"South-Eastern Asia"
"NHL",60,2,8,2,0,784,34,82,5.52,.792,"United Arab Emirates",13,"Western Asia"
"Corpus uteri",60,2,9,2,0,258,24,19,10.4,.791,"French Polynesia",21,"Polynesia"
"Thyroid",60,2,10,2,0,591,32,238,9.53,.744,"Panama",7,"Central America"
"Leukaemia",60,1,11,2,0,704,36,2839,5.4,.602,"Viet Nam",11,"South-Eastern Asia"
"Ovary",60,3,12,2,0,840,25,21179,7.32,.891,"United States of America",9,"Northern America"
"Hodgkin lymphoma",60,1,13,2,0,340,33,82,1.59,.575,"Honduras",7,"Central America"
"Multiple myeloma",60,1,14,2,0,112,35,210,1.86,.699,"Belarus",14,"Eastern Europe"
"Melanoma of skin",60,1,15,2,0,170,16,908,2.5,.671,"Colombia",8,"South America"
"Mesothelioma",60,1,16,2,0,218,18,13,.11,.684,"Ecuador",8,"South America"
"Cervix uteri",60,2,17,2,0,780,23,192,18.28,.726,"Trinidad and Tobago",6,"Caribbean"
"Liver",60,3,18,2,0,316,11,6,4.41,.844,"Guam",20,"Micronesia"
"Nasopharynx",60,0,19,2,0,178,4,7,.36,.471,"Congo, Republic of",2,"Middle Africa"
"Kaposi sarcoma",60,0,20,2,0,231,19,49,.1,.315,"Ethiopia",1,"Eastern Africa"
"Oesophagus",60,3,21,2,0,276,6,1689,1.56,.89,"Germany",17,"Western Europe"
"Vagina",60,1,22,2,0,558,22,15,.41,.589,"Nicaragua",7,"Central America"
"Gallbladder",60,1,23,2,0,600,12,42,1.12,.662,"Paraguay",8,"South America"
"Larynx",60,3,24,2,0,276,14,544,.47,.89,"Germany",17,"Western Europe"
"Hypopharynx",60,0,25,2,0,728,5,6,.18,.41,"South Sudan",1,"Eastern Africa"
"Lip, oral cavity",60,0,26,2,0,524,1,263,1.78,.464,"Nepal",12,"South Central Asia"
"Oropharynx",60,2,27,2,0,32,3,113,.34,.781,"Argentina",8,"South America"
"Vulva",60,2,28,2,0,804,21,658,1.1,.717,"Ukraine",14,"Eastern Europe"
"Salivary glands",60,1,29,2,0,214,2,32,.51,.668,"Dominican Republic",6,"Caribbean"
"Stomach",60,3,30,2,0,254,7,8,5.5,.817,"French Guyana",8,"South America"
"Bladder",61,1,1,2,0,807,30,49,2.58,.688,"North Macedonia",16,"Southern Europe"
"Brain, CNS",61,3,2,2,0,246,31,180,3.78,.874,"Finland",15,"Northern Europe"
"Breast",61,2,3,2,0,52,20,145,57.74,.774,"Barbados",6,"Caribbean"
"Colorectum",61,3,4,2,0,540,8,38,17.61,.852,"New Caledonia",19,"Melanesia"
"Pancreas",61,2,5,2,0,52,13,16,4.65,.774,"Barbados",6,"Caribbean"
"Kidney",61,3,6,2,0,410,29,1442,2.9,.837,"Korea, Republic of",10,"Eastern Asia"
"Lung",61,1,7,2,0,214,15,724,10.82,.668,"Dominican Republic",6,"Caribbean"
"NHL",61,0,8,2,0,508,34,740,5.4,.327,"Mozambique",1,"Eastern Africa"
"Corpus uteri",61,2,9,2,0,784,24,152,10.34,.792,"United Arab Emirates",13,"Western Asia"
"Thyroid",61,2,10,2,0,400,32,442,9.36,.715,"Jordan",13,"Western Asia"
"Leukaemia",61,1,11,2,0,600,36,195,5.38,.662,"Paraguay",8,"South America"
"Ovary",61,1,12,2,0,417,25,241,7.27,.63,"Kyrgyzstan",12,"South Central Asia"
"Hodgkin lymphoma",61,1,13,2,0,792,33,780,1.57,.677,"Türkiye",13,"Western Asia"
"Multiple myeloma",61,1,14,2,0,192,35,222,1.79,.698,"Cuba",6,"Caribbean"
"Melanoma of skin",61,0,15,2,0,716,16,113,2.47,.423,"Zimbabwe",1,"Eastern Africa"
"Mesothelioma",61,0,16,2,0,356,18,793,.11,.506,"India",12,"South Central Asia"
"Cervix uteri",61,1,17,2,0,548,23,23,18.15,.574,"Vanuatu",19,"Melanesia"
"Liver",61,0,18,2,0,694,11,142,4.35,.326,"Sierra Leone",5,"Western Africa"
"Nasopharynx",61,1,19,2,0,417,4,12,.36,.63,"Kyrgyzstan",12,"South Central Asia"
"Kaposi sarcoma",61,1,20,2,0,364,19,47,.1,.67,"Iran, Islamic Republic of",12,"South Central Asia"
"Oesophagus",61,0,21,2,0,686,6,84,1.55,.41,"Senegal",5,"Western Africa"
"Vagina",61,0,22,2,0,887,22,36,.41,.461,"Yemen",13,"Western Asia"
"Gallbladder",61,1,23,2,0,480,12,14,1.11,.692,"Mauritius",1,"Eastern Africa"
"Larynx",61,3,24,2,0,300,14,62,.47,.826,"Greece",16,"Southern Europe"
"Hypopharynx",61,3,25,2,0,36,5,42,.17,.907,"Australia",18,"Australia/New Zealand"
"Lip, oral cavity",61,2,26,2,0,682,1,204,1.77,.748,"Saudi Arabia",13,"Western Asia"
"Oropharynx",61,0,27,2,0,418,3,10,.34,.486,"Lao People's Democratic Republic",11,"South-Eastern Asia"
"Vulva",61,1,28,2,0,170,21,394,1.09,.671,"Colombia",8,"South America"
"Salivary glands",61,2,29,2,0,348,2,61,.51,.788,"Hungary",14,"Eastern Europe"
"Stomach",61,3,30,2,0,44,7,15,5.43,.8,"Bahamas",6,"Caribbean"
"Bladder",62,2,1,2,0,48,30,10,2.57,.795,"Bahrain",13,"Western Asia"
"Brain, CNS",62,1,2,2,0,795,31,116,3.69,.666,"Turkmenistan",12,"South Central Asia"
"Breast",62,2,3,2,0,643,20,78839,57.67,.734,"Russian Federation",14,"Eastern Europe"
"Colorectum",62,3,4,2,0,40,8,1923,17.45,.847,"Austria",17,"Western Europe"
"Pancreas",62,2,5,2,0,804,13,2542,4.49,.717,"Ukraine",14,"Eastern Europe"
"Kidney",62,3,6,2,0,756,29,301,2.9,.899,"Switzerland",17,"Western Europe"
"Lung",62,1,7,2,0,740,15,40,10.44,.682,"Suriname",8,"South America"
"NHL",62,1,8,2,0,112,34,518,5.37,.699,"Belarus",14,"Eastern Europe"
"Corpus uteri",62,2,9,2,0,398,24,1291,10.26,.714,"Kazakhstan",12,"South Central Asia"
"Thyroid",62,1,10,2,0,604,32,1848,9.35,.688,"Peru",8,"South America"
"Leukaemia",62,1,11,2,0,8,36,104,5.34,.684,"Albania",16,"Southern Europe"
"Ovary",62,3,12,2,0,208,25,441,7.22,.89,"Denmark",15,"Northern Europe"
"Hodgkin lymphoma",62,1,13,2,0,192,33,118,1.55,.698,"Cuba",6,"Caribbean"
"Multiple myeloma",62,1,14,2,0,662,35,4,1.78,.693,"Saint Lucia",6,"Caribbean"
"Melanoma of skin",62,0,15,2,0,454,16,128,2.4,.357,"Malawi",1,"Eastern Africa"
"Mesothelioma",62,1,16,2,0,504,18,24,.11,.551,"Morocco",3,"Northern Africa"
"Cervix uteri",62,0,17,2,0,204,23,701,18.12,.438,"Benin",5,"Western Africa"
"Liver",62,3,18,2,0,392,11,12710,4.32,.864,"Japan",10,"Eastern Asia"
"Nasopharynx",62,3,19,2,0,300,4,40,.35,.826,"Greece",16,"Southern Europe"
"Kaposi sarcoma",62,1,20,2,0,417,19,4,.1,.63,"Kyrgyzstan",12,"South Central Asia"
"Oesophagus",62,3,21,2,0,756,6,178,1.53,.899,"Switzerland",17,"Western Europe"
"Vagina",62,2,22,2,0,398,22,51,.4,.714,"Kazakhstan",12,"South Central Asia"
"Gallbladder",62,0,23,2,0,4,12,102,1.09,.384,"Afghanistan",12,"South Central Asia"
"Larynx",62,1,24,2,0,792,14,267,.47,.677,"Türkiye",13,"Western Asia"
"Hypopharynx",62,0,25,2,0,116,5,11,.17,.457,"Cambodia",11,"South-Eastern Asia"
"Lip, oral cavity",62,2,26,2,0,688,1,198,1.77,.726,"Serbia",16,"Southern Europe"
"Oropharynx",62,2,27,2,0,100,3,23,.33,.736,"Bulgaria",14,"Eastern Europe"
"Vulva",62,0,28,2,0,706,21,51,1.08,.285,"Somalia",1,"Eastern Africa"
"Salivary glands",62,3,29,2,0,724,2,223,.51,.837,"Spain",16,"Southern Europe"
"Stomach",62,2,30,2,0,484,7,4477,5.43,.718,"Mexico",7,"Central America"
"Bladder",63,0,1,2,0,332,30,133,2.49,.446,"Haiti",6,"Caribbean"
"Brain, CNS",63,2,2,2,0,804,31,1174,3.61,.717,"Ukraine",14,"Eastern Europe"
"Breast",63,2,3,2,0,784,20,1142,57.05,.792,"United Arab Emirates",13,"Western Asia"
"Colorectum",63,2,4,2,0,440,8,736,17.33,.785,"Lithuania",15,"Northern Europe"
"Pancreas",63,3,5,2,0,96,13,10,4.43,.807,"Brunei Darussalam",11,"South-Eastern Asia"
"Kidney",63,3,6,2,0,474,29,13,2.83,.859,"France, Martinique",6,"Caribbean"
"Lung",63,2,7,2,0,440,15,390,10.38,.785,"Lithuania",15,"Northern Europe"
"NHL",63,2,8,2,0,258,34,10,5.35,.791,"French Polynesia",21,"Polynesia"
"Corpus uteri",63,2,9,2,0,620,24,1401,10.02,.799,"Portugal",16,"Southern Europe"
"Thyroid",63,2,10,2,0,804,32,2954,9.25,.717,"Ukraine",14,"Eastern Europe"
"Leukaemia",63,1,11,2,0,170,36,1576,5.34,.671,"Colombia",8,"South America"
"Ovary",63,0,12,2,0,232,25,92,7.16,.427,"Eritrea",1,"Eastern Africa"
"Hodgkin lymphoma",63,2,13,2,0,642,33,148,1.55,.731,"Romania",14,"Eastern Europe"
"Multiple myeloma",63,3,14,2,0,540,35,4,1.77,.852,"New Caledonia",19,"Melanesia"
"Melanoma of skin",63,1,15,2,0,218,16,238,2.22,.684,"Ecuador",8,"South America"
"Mesothelioma",63,0,16,2,0,598,18,4,.11,.462,"Papua New Guinea",19,"Melanesia"
"Cervix uteri",63,0,17,2,0,356,23,127526,17.71,.506,"India",12,"South Central Asia"
"Liver",63,0,18,2,0,178,11,81,4.26,.471,"Congo, Republic of",2,"Middle Africa"
"Nasopharynx",63,1,19,2,0,498,4,13,.35,.663,"Moldova",14,"Eastern Europe"
"Kaposi sarcoma",63,2,20,2,0,682,19,12,.1,.748,"Saudi Arabia",13,"Western Asia"
"Oesophagus",63,2,21,2,0,428,6,38,1.48,.767,"Latvia",15,"Northern Europe"
"Vagina",63,0,22,2,0,204,22,13,.39,.438,"Benin",5,"Western Africa"
"Gallbladder",63,0,23,2,0,116,12,83,1.09,.457,"Cambodia",11,"South-Eastern Asia"
"Larynx",63,0,24,2,0,854,14,29,.47,.303,"Burkina Faso",5,"Western Africa"
"Hypopharynx",63,3,25,2,0,372,5,8,.17,.881,"Ireland",15,"Northern Europe"
"Lip, oral cavity",63,0,26,2,0,686,1,99,1.73,.41,"Senegal",5,"Western Africa"
"Oropharynx",63,2,27,2,0,780,3,3,.33,.726,"Trinidad and Tobago",6,"Caribbean"
"Vulva",63,0,28,2,0,800,21,143,1.07,.427,"Uganda",1,"Eastern Africa"
"Salivary glands",63,1,29,2,0,170,2,187,.5,.671,"Colombia",8,"South America"
"Stomach",63,2,30,2,0,258,7,11,5.42,.791,"French Polynesia",21,"Polynesia"
"Bladder",64,0,1,2,0,288,30,262,2.47,.499,"Ghana",5,"Western Africa"
"Brain, CNS",64,1,2,2,0,218,31,341,3.5,.684,"Ecuador",8,"South America"
"Breast",64,1,3,2,0,368,20,8626,56.91,.603,"Iraq",13,"Western Asia"
"Colorectum",64,1,4,2,0,608,8,9350,16.95,.638,"Philippines",11,"South-Eastern Asia"
"Pancreas",64,2,5,2,0,398,13,594,4.37,.714,"Kazakhstan",12,"South Central Asia"
"Kidney",64,2,6,2,0,484,29,2122,2.77,.718,"Mexico",7,"Central America"
"Lung",64,1,7,2,0,8,15,304,10.27,.684,"Albania",16,"Southern Europe"
"NHL",64,0,8,2,0,598,34,193,5.27,.462,"Papua New Guinea",19,"Melanesia"
"Corpus uteri",64,3,9,2,0,56,24,1396,9.99,.886,"Belgium",17,"Western Europe"
"Thyroid",64,3,10,2,0,554,32,293,9.12,.888,"New Zealand",18,"Australia/New Zealand"
"Leukaemia",64,2,11,2,0,434,36,173,5.32,.79,"Libya",3,"Northern Africa"
"Ovary",64,3,12,2,0,250,25,5696,7.11,.852,"France (metropolitan)",17,"Western Europe"
"Hodgkin lymphoma",64,3,13,2,0,554,33,44,1.5,.888,"New Zealand",18,"Australia/New Zealand"
"Multiple myeloma",64,2,14,2,0,643,35,2739,1.75,.734,"Russian Federation",14,"Eastern Europe"
"Melanoma of skin",64,3,15,2,0,254,16,3,2.15,.817,"French Guyana",8,"South America"
"Mesothelioma",64,2,16,2,0,688,18,12,.11,.726,"Serbia",16,"Southern Europe"
"Cervix uteri",64,1,17,2,0,218,23,1792,17.66,.684,"Ecuador",8,"South America"
"Liver",64,0,18,2,0,678,11,3,4.26,.511,"Sao Tome and Principe",2,"Middle Africa"
"Nasopharynx",64,0,19,2,0,50,4,280,.34,.492,"Bangladesh",12,"South Central Asia"
"Kaposi sarcoma",64,1,20,2,0,76,19,133,.09,.699,"Brazil",8,"South America"
"Oesophagus",64,0,21,2,0,478,6,22,1.48,.467,"Mauritania",5,"Western Africa"
"Vagina",64,0,22,2,0,508,22,48,.38,.327,"Mozambique",1,"Eastern Africa"
"Gallbladder",64,3,23,2,0,372,12,61,1.09,.881,"Ireland",15,"Northern Europe"
"Larynx",64,1,24,2,0,51,14,15,.46,.682,"Armenia",13,"Western Asia"
"Hypopharynx",64,0,25,2,0,450,5,15,.17,.464,"Madagascar",1,"Eastern Africa"
"Lip, oral cavity",64,0,26,2,0,64,1,5,1.72,.52,"Bhutan",12,"South Central Asia"
"Oropharynx",64,1,27,2,0,70,3,11,.3,.689,"Bosnia Herzegovina",16,"Southern Europe"
"Vulva",64,2,28,2,0,858,21,47,1.07,.749,"Uruguay",8,"South America"
"Salivary glands",64,2,29,2,0,188,2,19,.5,.728,"Costa Rica",7,"Central America"
"Stomach",64,1,30,2,0,214,7,352,5.34,.668,"Dominican Republic",6,"Caribbean"
"Bladder",65,3,1,2,0,392,30,9436,2.47,.864,"Japan",10,"Eastern Asia"
"Brain, CNS",65,2,2,2,0,400,31,152,3.39,.715,"Jordan",13,"Western Asia"
"Breast",65,1,3,2,0,112,20,5183,56.57,.699,"Belarus",14,"Eastern Europe"
"Colorectum",65,1,4,2,0,792,8,10054,16.41,.677,"Türkiye",13,"Western Asia"
"Pancreas",65,1,5,2,0,604,13,1016,4.34,.688,"Peru",8,"South America"
"Kidney",65,1,6,2,0,268,29,86,2.76,.699,"Georgia",13,"Western Asia"
"Lung",65,0,7,2,0,116,15,787,9.92,.457,"Cambodia",11,"South-Eastern Asia"
"NHL",65,2,8,2,0,688,34,460,5.27,.726,"Serbia",16,"Southern Europe"
"Corpus uteri",65,1,9,2,0,608,24,5356,9.92,.638,"Philippines",11,"South-Eastern Asia"
"Thyroid",65,1,10,2,0,12,32,2089,8.95,.657,"Algeria",3,"Northern Africa"
"Leukaemia",65,3,11,2,0,254,36,8,5.31,.817,"French Guyana",8,"South America"
"Ovary",65,3,12,2,0,312,25,29,7.05,.842,"France, Guadeloupe",6,"Caribbean"
"Hodgkin lymphoma",65,2,13,2,0,242,33,7,1.49,.7,"Fiji",19,"Melanesia"
"Multiple myeloma",65,2,14,2,0,348,35,205,1.69,.788,"Hungary",14,"Eastern Europe"
"Melanoma of skin",65,1,15,2,0,8,16,40,2.03,.684,"Albania",16,"Southern Europe"
"Mesothelioma",65,1,16,2,0,268,18,5,.1,.699,"Georgia",13,"Western Asia"
"Cervix uteri",65,2,17,2,0,643,23,18369,17.56,.734,"Russian Federation",14,"Eastern Europe"
"Liver",65,1,18,2,0,807,11,88,4.22,.688,"North Macedonia",16,"Southern Europe"
"Nasopharynx",65,1,19,2,0,558,4,12,.34,.589,"Nicaragua",7,"Central America"
"Kaposi sarcoma",65,2,20,2,0,484,19,70,.09,.718,"Mexico",7,"Central America"
"Oesophagus",65,0,21,2,0,748,6,5,1.48,.442,"Eswatini",4,"Southern Africa"
"Vagina",65,2,22,2,0,512,22,4,.38,.714,"Oman",13,"Western Asia"
"Gallbladder",65,0,23,2,0,262,12,4,1.06,.375,"Djibouti",1,"Eastern Africa"
"Larynx",65,2,24,2,0,191,14,21,.45,.774,"Croatia",16,"Southern Europe"
"Hypopharynx",65,1,25,2,0,792,5,93,.17,.677,"Türkiye",13,"Western Asia"
"Lip, oral cavity",65,3,26,2,0,702,1,86,1.67,.833,"Singapore",11,"South-Eastern Asia"
"Oropharynx",65,2,27,2,0,398,3,38,.3,.714,"Kazakhstan",12,"South Central Asia"
"Vulva",65,1,28,2,0,417,21,34,1.03,.63,"Kyrgyzstan",12,"South Central Asia"
"Salivary glands",65,3,29,2,0,250,2,291,.5,.852,"France (metropolitan)",17,"Western Europe"
"Stomach",65,3,30,2,0,316,7,7,5.17,.844,"Guam",20,"Micronesia"
"Bladder",66,3,1,2,0,540,30,6,2.46,.852,"New Caledonia",19,"Melanesia"
"Brain, CNS",66,1,2,2,0,762,31,144,3.39,.573,"Tajikistan",12,"South Central Asia"
